channelId,channelName,viewCount,subscriberCount,videoCount,uploads,videoIDs
UC16niRr50-MSBwiO3YDb3RA,BBC News,4739618461,14800000,19565,UU16niRr50-MSBwiO3YDb3RA,"UtLEQ4bmytk,0Qpxecldv4A,21TXLB_iCkA,ppl9Zthnf_U,phJRuyiRcHA,qNR9P97-u6Y,ChE44-OKPqk,Uz7bWBSIGZ0,dp32H4eNu8w,2Kor01lBa1Q,nzjOxCHsewo,UNgjNa-xYJs,qN-VOVE8PfE,pBjrN9DRLNc,Nk5ehoGenkc,Dq5_98ZLicE,hvBrASa3EG4,JEqh_S6WbDI,RhoP2JPj2kY,F-9FF3riLBo,dPSZwhAR2Vs,VrR9xV4E9nI,oY8vX1P_urc,e72tMqTFv10,3VGAGWFoUow"
UC0C-w0YjGpqDXGB8IHb662A,Ed Sheeran,30847079439,53700000,445,UU0C-w0YjGpqDXGB8IHb662A,"218WUXMDMOM,RM3QEtBcsLA,-S6w30V_lt8,2Ch63xHNNd8,lsJJ6MR-6cE,LnCXn-Vt_Q4,jlEOaFspXrw,M1Ap5bsGccs,pm-gqrr9WRw,f3dPTcwW4KA,VzqqkDh_RMg,JpG0YhFFNCQ,MZHrh81taaI,acpGdjgXicg,LzCasn0umwE,3sOCGBaA5xs,90f8GsGlvx4,o3FNoZUdenc,23qxN0bv4sE,eCEsy1wQkBM,GyQcK5DlbgQ,aWYkWoYzzTQ,cQB5yskD1Gg,wUx3s8NMLcc,mo5361CqFGs"
UCBJycsmduvYEL83R_U4JriQ,Marques Brownlee,3783242938,17700000,1591,UUBJycsmduvYEL83R_U4JriQ,"KZA_BIa8e7I,IbhnTf-EqRY,0X0Jm8QValY,cBpGq-vDr2Y,bDuzEwInD7U,oNCs4C2SMjo,piYf4gDthjY,305YfKMyqVw,enR58PYHaWw,ltpbEQA8Fwc,1EvNX2_4zfE,hRSMJGs0YMg,yqOuowxeOOw,nHkKJ87FS6s,zsxviDibcUg,VlIeANvowso,sdFtMRko2GU,sF9xYtouZjY,sl0UUhmaiDU,WuljKartv2U,pHhpXrIOwsY,UJeSWbR6W04,Eo-oFWyxdUo,IJm3UHjs8-Y,JzpUfRv45yY"
UCYzPXprvl5Y-Sf0g4vX-m6g,jacksepticeye,16412183450,30400000,5143,UUYzPXprvl5Y-Sf0g4vX-m6g,"zBFrZ36JDMI,sXPVq7xNPPo,LgqHqRjV1GY,EMRWbP5pAb0,X2Z0k85yROI,SV1TOdYUYdQ,8CCTIKvk-Ac,0lI52QVAZZg,wm9VSxiSEEw,_N9e88jbEfM,Gs9kfcUVZSA,xIllMchx7kQ,Qmx0L7_mle8,I9BsJaccRzY,S6T_S9_I584,9eYyf6TpP8c,WB021xxmlI8,rZwwnlS-RwE,6XmyctkvWwo,fbhOlozeHKU,WzL99zYOPCY,gayd8LgsQ-E,iUg_XmUzdd0,zf2yTMBfEj8,T2joZnmHzzM"
UCtoaZpBnrd0lhycxYJ4MNOQ,HasanAbi,449290547,1290000,1406,UUtoaZpBnrd0lhycxYJ4MNOQ,"4MhpD7rrniM,T8VuE2CCWkA,ZyKj5Cbb0Z0,rGdcirSrf78,jLL5nYRxPkw,lnNx2vrzqTI,nUDmO3XKe6s,Sy1dxyQk0oQ,mvWiiZ8pXHg,VagiHuhX2nM,5okAnBbhe-o,LyW5axhevwQ,ZU36wkSs4A4,-8OI4n5DCNM,Hi97ZJohtJc,uRUjPXzP5js,idzPHoo0n3g,EUwair8XSLM,8Zd9uB5jEC8,5GCoZCknfVs,4NRwENkxe7c,MpGjX3RfFiM,JDI0_zXIENY,kXljhdAW-9Y,V9njzR5tDuQ"
UCoOae5nYA7VqaXzerajD0lg,Ali Abdaal,362054829,4780000,714,UUoOae5nYA7VqaXzerajD0lg,"pGFUW8AGrnQ,sbmOqiE_lus,vz1D0geYCuU,Lt54CX9DmS4,SYgGNwyAOt8,zk8lRey9DSk,E8vwGLMTx5I,0E9ZcyCpMIs,hBEKGBLAB80,V9SmqAoawH8,iBM0PToZ2VM,SjcvBFfMulY,Pr0mI_gkS4k,1K-yiSBN8p4,pNcTkGQOKO8,I2rvAysA-_8,-ZscZv-IMyI,gY8MWe0CGqc,EgNHc43z374,b2lBUkZV4Xs,XEJBS5SJTpA,P7KXFybHaPk,nQyuCT_zzok,BgVIAGA4wmQ,Y-d90cILIDk"
UCtinbF-Q-fVthA0qrFQTgXQ,CaseyNeistat,3167184341,12600000,1105,UUtinbF-Q-fVthA0qrFQTgXQ,"DpJzOuYSpKo,BZEr7_Oggcw,LgKulg2YVZo,0TvLl2f0wC8,Cm_uIxcczWM,UVX6kxnJgMU,h9xaHwBsRUw,YpqFOB7_9go,Ygj9vBF_WUk,3CJZli1VFQg,34k7UI-DR_8,ouPPSqFAbb4,rzCFZypafAM,WlY9pDwGbjw,o0xoWsYXIrY,cldSbEoNR2A,KehujfbRBts,i4GJnpOZmiM,mshN3N0jOng,Qwr5tGG0jfQ,7lGLhhoIsNc,YbE_FD8df80,bEriqRN7Xpg,LODwfHdZA_k,kvnn_EptPiQ"
UCIRYBXDze5krPDzAEOxFGVA,Guardian News,2758347568,3250000,15746,UUIRYBXDze5krPDzAEOxFGVA,"vNrcwUPy33g,_RA_EGWUtxM,d5h8fNUzq1I,FzQrOVWgzsM,ULNjQmySUjg,TLra7FYApVo,MVdgrlFKPDM,ZhTdJOxqQOw,EM571fa_rOA,nuIyNVtYKIQ,Kng5ggLay28,ZFTK9V_mEjI,Yezlk8tfpbU,QYtOABFPS4s,GAm2RAbAc-Y,_bHT1JoEHFA,Iu2ab7pbIik,ADicYH-RrRE,IFJbGwIRUIU,AxpkiO1M6vU,1fqhw7SYFeo,bOg0HJksnTA,FtXYZ2robg8,_61Ub4XtaNk,iSemKfGAjSg"
UC-3jIAlnQmbbVMV6gR7K8aQ,The Majority Report w/ Sam Seder,766850429,1360000,22616,UU-3jIAlnQmbbVMV6gR7K8aQ,"U9LtNjyZm1w,_VTCDqHsaEI,e9VvgZrofvs,axninEFZrvw,Jt73V1Qq7yc,F28ErmZsnjs,VE-9Uh_Lhac,PtYjd1MXssA,MxktsqvfAMk,CarHPkR0nks,YnHVbvn-Hdk,eVDrmDFPePU,q2kpFYhMfN4,OflT91JWSqA,eMgQl0yiy2g,EMzlX5vouJs,SJo49xacEcM,ZbDYhSCN3qU,71puuxDlMlg,n9Ys0n_RTFQ,atQAPqHf2WA,VR1s5jd7i4g,scMgGxsloeE,s8S3xYqerk4,JQl9YxnV4Ew"
UCbpMy0Fg74eXXkvxJrtEn3w,Bon Appétit,1801259207,6360000,1535,UUbpMy0Fg74eXXkvxJrtEn3w,"6F4NZrrP_QU,Kubkc6-lWMI,auAKqLwdpVA,b8WOul6xvc0,htoMZcPGeR4,qCVMqwEUtTc,g8RqHQKxl1g,aBky3gMiD6U,_ds8LINEokQ,a9zJFZeLbOo,tAZ_uPkqt40,lofKPYJi4To,E2g-QZG4Vbg,yLfnHL6oNXo,nRebRhmeMk0,Mnyw0Icz2d4,MX_8kaBydcU,bGMFXqd5xTM,FmdAVdPvHSQ,2HDdrYbVXTU,7upTPyRWmZY,734Ae5a9eDU,VTpu7_0vaGU,AdmfU3s_LNw,JZzgL6-rENE"
UCWFKCr40YwOZQx8FHU_ZqqQ,JerryRigEverything,1821851999,8070000,1076,UUWFKCr40YwOZQx8FHU_ZqqQ,"XqMJTULGrR8,seFVMxlzb2E,99wS5DDGnHQ,2JKnYoOJgWI,PNLEXAwpCsE,jDdDnFmXcME,IoaPacmAqm8,4OgHTQ9ppwU,S_W73ouKtjU,IS0SItAzEXg,g3Lkfy3KCvY,r5Ot7WcvOvI,EhiZ6xYJxnQ,FMCFnFnFupk,GOkBkaqJO6k,vlaboDEbMiI,YfUFGP9c0P4,WI9llTqFSUU,gI4HQzzshbA,H1UJ5k3yMvA,ZZUMv6RAKa4,cIRTvpmeQYY,3luGlQFGY2o,0mipec0cg2Y,KS292Q1ayII"
UCsqjHFMB_JYTaEnf_vmTNqg,Doug DeMuro,1895249841,4740000,1241,UUsqjHFMB_JYTaEnf_vmTNqg,"lxdlfObHInI,Vy-VtxDQMa8,wRs0bAqU3fE,d8cn0lScA2Q,bqusLsWb5bs,gX3KR035g98,Hr3XmWgIuXk,NxGYEEqhwsI,tPNr0zYVLug,X9plpDmQejs,lLbnZlgVg0Y,VI0gOBGVbEQ,-4YTL_hVgRQ,Da-EmG7Xw5A,GyPGAUSvwGo,sUOY_LD1M00,S0Rgc7dA2vM,sbGWbG_42rw,XAvVEC4ghCA,af3_QBNRSXM,GKEOb9rC5Po,WWeTocCwy6A,BM02cid6tnk,eNHCzMW8BF8,y7u3JdeSEMs"
UCupvZG-5ko_eiXAupbDfxWw,CNN,14734306949,15600000,161584,UUupvZG-5ko_eiXAupbDfxWw,"Uy2qVAHywig,f1TdBUQirn0,ZeM8LQVgACQ,4O0NDhNW148,-q9ElFu5eJg,DO4R4ZKPnmg,N7Zo86d2y9Q,puAg4arPQiA,KeZUkBmpyz4,cZoxDem1uOo,hjFeFIG4bks,GZTnRBP1uS4,xNpjl8T4KMk,5cxBchPy72M,kVI-4uBoAsI,ijyL3_6oFuY,H8v1Dy6KGJs,c5tWYj_Y60w,56--kQJslvA,OwJXFA2--5I,zLTbsIVhpvw,CSPDExkSay8,hY9DTssB3hI,-KKPYQaYwR4,JZLPBH-oXDk"
UCucot-Zp428OwkyRm2I7v2Q,James Charles,4181174078,23900000,527,UUucot-Zp428OwkyRm2I7v2Q,"UEUgR6mGfHw,yHke1ZaCIRQ,ygfwW-o8RYY,eN0bY-G4Pho,t-cEFzqcqzM,SviKFvkqIEo,ag5lmLtNh8Q,Xbgde9LCrOI,6D9loai0tSM,uM0lLBTfhW8,GYCtRBE-gjw,iRRiOrE0Yk4,ZGGp1l4GF54,VX2uRreCG5Y,MsdwKcwLXbk,qAi6KXVtvSQ,dcXMdQ3mNoY,ta_Ct-sHJ3s,cJiQwbr3_Fo,w5UolwxrUTQ,HTIjydr5LKA,xH8VoDO4hs0,H4O1s6UEc4Y,cwQ_fbfBqRA,Lf1lxJBEVYk"
UCfp86n--4JvqKbunwSI2lYQ,Cody Ko,1535420288,6080000,412,UUfp86n--4JvqKbunwSI2lYQ,"vSyCMjpAsjk,vclcXO3pGtk,6PKYTzjSZ1g,BsG929YSt8M,QePBqGQDzgw,H3mFoQAYGsM,-xeyAMhmw7k,JdDUw82NdUA,2xZ_jxpfVCA,bEalCx-pkBk,AjmQwtyUDjo,BsYgQaS6itw,bI56oAmio78,cILXjqqtMrw,R3J3QV1Cc6E,Gx8s_6Iz3ME,pVPjs_1JLQo,1qTJFvgPnCI,LT0v7LeKxjg,4CbJEzu50Ag,Z24inVT-mqQ,f7TXGsGaJWQ,eTOBJnr3LjI,nkaUNst7EFo,OVnK-AcQkyQ"
UCn8zNIfYAQNdrFRrr8oibKw,VICE,4672938567,17000000,3945,UUn8zNIfYAQNdrFRrr8oibKw,"_I2THY493Qk,1BXTz9bDgBs,DivPDV3SO3w,27se4dEmNSQ,yKoxptgdEIs,_jQoHowgFBI,88W5Sar36vc,o9_Y97rJZXY,s-4AFSQzkGI,VEaJg9Hv008,G8msIgK3Mek,UAykz73MdsA,2PRxfSjgwvg,zt7tfWE922w,EsOFXDbJDBI,rosuKa67pNo,KjpnObVhKpg,6-YD-XWVwuA,r-yo0MNHrAw,R9vq8a9FxGo,C67kVGAwx3w,Fyzr6jbSI_I,01tk9mnNk98,qHZN71wxZZk,3KHNMrCvVTI"
UCeY0bbntWzzVIaj2z3QigXg,NBC News,6142218553,8810000,56565,UUeY0bbntWzzVIaj2z3QigXg,"gPorCV0GxCo,h1wjU_Dve1c,yIG2ERqVUkY,Bw4LhOzW47A,5QHRh4Y98fY,-OhqRL6fLmk,wJSq1om23AU,LMkkjr6Xur8,VyR2PInPHUY,wL_2JYPHF-s,WkR6CzWKolc,a-uNKfSmHJM,E-p8wd-b8sA,YtgjEcCmlVU,rpns1F9FXpg,pL4Zh_cJGNg,g7Jk9FGTvO4,UXDDxumJgnM,iqSk1pZFoZQ,Oww_Rttdjcc,BPpgVrUEktI,vBihhiyX5Kg,kZgt-7Gc2C8,zRqkNyAg0g4,UlJk0K26woA"
UC8p1vwvWtl6T73JiExfWs1g,CBS News,4577672422,5290000,114804,UU8p1vwvWtl6T73JiExfWs1g,"6pQuvN1ue48,nlJ6ssP5WfY,8UnDzZSIejY,0R6i0JtO0A8,E2XmwUoWoak,Wk885AcnVxA,1RQ2Zc91qYw,gjsLwIDCjJM,YPTUNWKAhYs,_nT1s5NQvyU,beqoPoVVF4Q,k95cJzfzcrw,oNezGsjgYug,w23CK6_61rc,Z_Cgya7STnw,215XRTOXKq4,zPgkty7hivQ,Rph4UW708dA,g3XjXAFu5mg,ZMcTOPX7agY,Zpr7Q833R4c,nCGoGxO8uDA,rXjQr5y-cP4,f2_8HHktYK0,jgurYJY-j3Q"
UC9RM-iSvTu1uPJb8X5yp3EQ,Wendover Productions,642947334,4320000,213,UU9RM-iSvTu1uPJb8X5yp3EQ,"44l6f7iXGAk,AL57dSIXqBM,vQpUV--2Jao,C_B09FZwSbA,Kmlfy4svwuM,mYGTNHfgZ8E,73ygHs4Kwcs,g6rFff2MAxM,Alqt6RCEWdM,37Hmd-VkMIM,WtkI-QAgM6w,GXT46osICdY,S46iJIk3t70,1ngms6iRa14,89FoKRtpAy4,TcSpBAZvMhI,xpUIZ32n9nw,1-m_Jjse-cs,xfN6lgxedEI,qQTjLWIHN74,c3dDagZMALQ,Pm5bTZRhncY,AIqxfBhlwx0,oL0umpPPe-8,GBp_NgrrtPM"
UCoLrcjPV5PbUrUyXq5mjc_A,MLB,4393561441,4700000,290829,UUoLrcjPV5PbUrUyXq5mjc_A,"L5QcdbELlic,mf0Ub_K2i4o,oZmfihCPBvg,GTnmx_p4TJ0,puC5XfIkLvs,znnvs88TU20,I3sR784fDls,u6WaJ557XXI,UAP1GmkCVQA,xRkZI0DWFiY,i_2Ag0wrjZk,dIbwxTKCMv4,kY-r5zrsXQE,B3QmBfB9WeA,uflZDzsULEc,y_UPcGG73To,f1JbUAhbK8g,NkyV7O3zqq0,BJuOxyTZQj0,SFICfVt_Xx8,qCLX-lDE4Co,8AEt_fKqO4I,qHD_oVRa1sE,COyNdRNeQhs,mkJ8I8DQcjE"
UCH4BNI0-FOK2dMXoFtViWHw,Be Smart,549913206,4910000,406,UUH4BNI0-FOK2dMXoFtViWHw,"OvM5zeYL7fU,RYySvUwbmGg,UmzJIf3n9z4,5t6EmSuKWYY,Bq_ZgV4OURI,22GuteWAVCk,XPczkXB-sX8,HKf6KIKHkUs,thtKslF8zE4,PjUxZ5pWJ-g,gVZwdYZqCUI,fJ9qKO8VHFw,7mG7RH2XY-g,4RaCURU6A2o,NKpsEbf4GRg,HjsaNE0Mtco,GkumBTzW9HY,08nHuUbt8SQ,vGtLzK_TAus,RgGWoxRBvsg,NiNaBIN9TlU,4-jNnr0zhFU,rBxPQX77QNo,I6As7KhrFQ4,dOI6Ivr0xjg"
UCJjSDX-jUChzOEyok9XYRJQ,Jubilee,2211368843,8330000,1132,UUJjSDX-jUChzOEyok9XYRJQ,"wSar7j_1MtM,rwXzV499jPQ,GVzbs1Eup3E,Nfc4VwS7Pq0,qtvF6bNlYoY,xihYx6LSwpA,f4_Gyi-QGbk,U0o5hkJTLJo,NBJ2J5k5kRA,_JDTQMlDS40,5fYEL1BsbQc,ne6IxN6EbW8,aiboWouuWiY,6Ft_UTCnLEw,wPuhEafGIuo,KuR5RW30mjs,3mFJUs93jgE,0t1OddjmpCI,zgafpHxInmY,ZnwDv_X7MpY,K-pSu1tMQ0A,qcswCmczY-k,wtWef2myjVQ,M1f2nd7LQEU,nQIEFnOBHUA"
UC-lHJZR3Gqxm24_Vd_AJ5Yw,PewDiePie,29139812614,111000000,4723,UU-lHJZR3Gqxm24_Vd_AJ5Yw,"CZy5pwKdMuo,ZFAuSU_XaZI,sK37SolFV8I,_sPXXL9YXok,bsrKZCf_tMU,XBjfAEM4CPA,tKOlGCqDowQ,tLgmrUyfcd4,6vOBDRnH7nY,peloHl5sb4I,TOUlWgoILsQ,WBniggluAe8,IBTM0W1kQ5o,wycmfVWKWlw,ih5SInZ93k4,mNHgVZPlh5g,mCV44C5rQ2M,XdwaASKJGxo,FJdb364vycg,BEXqDQ6X5hM,8w2dp39NSsM,UoNAmRwf5qk,DEgt25yYidY,NQslXbsjVSM,1yraW3e8gRk"
UCsXVk37bltHxD1rDPwtNM8Q,Kurzgesagt – In a Nutshell,2461964649,21200000,192,UUsXVk37bltHxD1rDPwtNM8Q,"LBudghsdByQ,4Stzj2_Rlo4,wmP3MBjsx20,cFslUSyfZPc,Kr57ax0OWMk,28T91fgkpkA,4TlyzKBm5yw,kblSnj0p6bE,FPKRFw2jrnU,9FppammO1zk,8Ey3_9N089k,_arb8Fu3LXo,XFM4tCakAXY,uoJwt9l-XhQ,BNvL_uZhTsY,V4Z8EdiJxgk,RzwaiFvyN6s,LNv4y3wPQA0,hvmIZAvt3jE,IayvE_jFgrc,o2afhMs0aUg,UKOxj8oP59w,zFhYJRqz_xk,pb9g6osg2aY,GDSf2h9_39I"
UCSUf5_EPEfl4zlBKZHkZdmw,Danny Gonzalez,1460201032,6300000,280,UUSUf5_EPEfl4zlBKZHkZdmw,"scg2kU1pHc4,t_bFzKZcPNg,1fIRv1mG3DY,7Mjt88HIXZY,mShDN5QxcMM,G09W3NwwAVs,-R36NON7a2I,ZdcjEIaior0,m8LBvGX2hCQ,smmnfFfJS7w,kEnh_5z4I7w,EuISxGGBflY,6sh2Ib3DklI,_tgGmYerbB4,zCoMjByGJZw,H2fHTJZqaKA,uubMLkM5L9E,KXDWjYWlqpQ,AivQBXds-r0,lDkGLFGbTsE,fSlAuweAhsA,2SKUPy0SlHQ,ypoP8LE-oMQ,My-wATP3kLE,GGGlbe2y5jE"
UCZWlSUNDvCCS1hBiXV0zKcA,PragerU,1799984642,3160000,2853,UUZWlSUNDvCCS1hBiXV0zKcA,"66UiOABdh5U,UTM33a2cgFY,nJ-1lqHow4E,bCepSId6D2c,h-dOM0U8k4g,syDq4HL0qhw,a7DZxsDYmmQ,Zwxr1eDhlpY,jJNJHxoqtfg,abuvE02ZSfU,1un5Xeupeis,fjXuVFliMag,ZqHhLJlzvVs,mUPptotbVxM,__IaC-OFaLI,zdTcR4AMCcI,oNZ-YNHw87k,vkNrF9_LXDU,xkSQYETUPHI,5y08_4PbIxQ,mBxr0_dM-dA,o-8bDNwEX2w,1t04OlWkJJc,4znh2EnxktU,e_LDRFo3h2A"
UCsTcErHg8oDvUnTzoqsYeNw,Unbox Therapy,4562049843,20900000,2216,UUsTcErHg8oDvUnTzoqsYeNw,"0YBdiJTA-nM,5TdLgC1KyTI,lWclrhYkRn0,miG47PIMQ-w,LP7f_fvVJH4,rHKanllzO-U,G5QdOWHkkBU,9ZKKix2Tbcc,5vDbySza_qs,UWMaHazdew4,KA2DNY-HhAM,9x7gQU02UQ4,MFbovYPi4UM,J9erzsZfV4A,82DgSYIfmcE,yEtG6la3MEY,AmtDbg1sJ50,Kjx6I8y2_C8,XoOwmNVMjIY,c8ZOWeD44z8,R0YhV25E2qU,tgRuXc9Nt30,YwpY6LZ6tYk,-wqNpgJmc0E,7Ba8hzNM3y8"
UC7zsxKqd5MicTf4VhS9Y74g,Kurtis Conner,766837156,4640000,220,UU7zsxKqd5MicTf4VhS9Y74g,"GIWyZnkw1uM,QKGPwcXRKX4,nCX_AOUZZQo,zzvtP3jMIME,SXYshpRZS0k,Bw-StjYAgoA,eYyBjn0I0W4,E2QBRx1XYM0,YSfeEJRIl3Q,bCoV7VaobfA,zOXwhMSzPPM,ROHmBJPRSpM,cYJII1tEk3I,BXM9chmHqrk,s94JNWhVFtA,36-OfPQ2Ek4,7gProq2rmag,9NDorr6rl6A,h3QLFHvcSVE,czjoyRz9sLk,Zh_m3OzUhcY,N2oxT7YsX_8,GBixqIGdbZQ,oddigFf937g,IVwERXiRfY8"
UCDWIvJwLJsE4LG1Atne2blQ,h3h3Productions,1362773785,5960000,275,UUDWIvJwLJsE4LG1Atne2blQ,"OCjN_yBkyDk,nbHGAu9Kn_c,gF-XOv6ajyY,DAUqqz-xaJ4,w3gXcIifc3o,i3H136iSDu8,Gld72uZeKAc,TBql5f5ipDI,jLIPA621fQI,jrHz8Bti6FY,JNpKUp5FTeY,OX_Bini29kU,gUU1HOj7o2k,S9rw7H6Guc0,Mtl-Lc1y4YU,CiHUcQG7bH4,AU4fXUVd3o0,IKjK9_pTjYk,yRXWYrgoHg8,Cylt4QXHuaI,BuEgzFAM6Es,HE2Jg3GXH6Q,jw7LD2-gg14,3ewyEF3Wd9M,EtgxTKuN018"
UCTSRIY3GLFYIpkR2QwyeklA,Drew Gooden,794403714,4070000,147,UUTSRIY3GLFYIpkR2QwyeklA,"_9Z05Ik5r2U,HrjB_QYVGp8,Xc4YH0nv_90,DVa4tfzpZ90,6HEheIozS5c,5CRD9pmqa7s,iC97eT8W3Xg,wJRTM36jANc,gKgSvAyPFlU,Ws_YyegWGKY,caVoqAfdkYQ,sL-PL1hpnM0,YZDFAmaaa6E,BaVpeJlcQzg,k9J4H5gkLqw,1NEseESJK_4,28k53NsAcVg,x43XZudPuEQ,WbAuL4fg5LI,opHii8PBrQU,3HFi09o_iLU,ZteAovHJllk,kVNl1P9StSU,_lh-fm2vl_0,WU-7kn8EXWA"
UCIEv3lZ_tNXHzL3ox-_uUGQ,Gordon Ramsay,3931619651,20200000,1576,UUIEv3lZ_tNXHzL3ox-_uUGQ,"Sq5PqycZw6I,zyB_1KfDbq8,oBiqsRL_dvo,BLx8ZewfzFI,yyAhQbmzUTE,e4q3MdQ6a4o,Ttt4JmHZacM,RCkqPb1Yjc8,B7yRT8eoSbA,RHbl_FFxMZc,rsD8MP8A_mk,KHu-k8DNKIk,0tENhYWab0g,7u3pq1ZUSa0,2QMyUjkTYqY,HTKN3R5g9AA,Z2q3IHHZqq4,0dt81tZdn9g,NePJ1nCO-DA,-T4YpYJj4FU,tKPUQSB5444,V3fB4b8YneE,EvIT4jBcb98,F28GbHsfcik,t456vj9S1I8"
UCLXo7UDZvByw2ixzpQCufnA,Vox,3315692000,11500000,1634,UULXo7UDZvByw2ixzpQCufnA,"Vjvf684eyuQ,ZlFF7A8nk0w,mIsD1cXtmok,QkD8wsiB-6c,R2karaKGgkk,pZz3tfXEFmU,yeaQUhAOdtk,1aMTvU40RlU,12HDvYRYp9w,R63DdEe_8aM,UpmwhkNg5Dw,8_NITp2JgvU,PGmhLRKpfAE,80hc9dV5St0,DiheSWIxydk,STff_wOQHn4,6xvrKW2H_hA,wAQyHqm9STo,e9OsIj32w7U,o_-1GRDRPfU,5Z101RchIBA,sxHu46YKnZg,UKlyYvJJF5s,TXjU4l5wrkk,RSDnXELorhE"
UC4PooiX37Pld1T8J5SYT-SQ,Good Mythical Morning,8952942002,18400000,3417,UU4PooiX37Pld1T8J5SYT-SQ,"6W6QirtLC1Y,fQ-UgV0Q8Hk,B37Ew-HOTao,KvdE7QJcAfk,n7ypZRlovBk,oN6xMJCg2kA,ZjYVQ8yPwC0,Qli2w_Y1Q4k,q-2K8iaVdcg,Ld3nIFBDmqI,Ml1RS61pGyA,GpdinSudCsE,CGE09FW4lyI,9h1Dveo1SZE,Cjij2jWActw,1hji2eynBhQ,wjnjGOAtUmo,xQEfWGvHxcI,W4-I17kNA5E,zfyh8VKT4jM,un6i89ltk04,5fAHNF1Uyi4,0BClX2fC3xY,5MeopXOggyA,_t6wnOeNsT8"
UCbochVIwBCzJb9I2lLGXGjQ,Rhett & Link,960790425,5060000,356,UUbochVIwBCzJb9I2lLGXGjQ,"u27xck7C0Fg,N8H24r68Wt4,wCDdlt_rsZA,zWhTdQ3S11s,1rEroMYOJcw,s_KDD2YBn3k,XFgLJ2v7eB4,ZHh4lYwqSX4,mRzVZPQTiYo,qlnfU09h4l8,Pm61f0b2rec,fqia2YHB1Uw,7Rc6wAc5M6k,yMtYEoROelc,oD12nsmHibM,4lsvWiOb6oo,YAgiW7o6_Sk,fR2JCqvhXuc,AziHJWSyWkE,RiLQLIaZy4A,C4iygswf6us,p7fDQIEczS8,MDzgQOmHFXA,4ASbsgeF2Eo,uQK2eNTMXS4"
UCO1ITICo8MLHGAXR1uzFwjA,OneyPlays,887790641,1170000,2846,UUO1ITICo8MLHGAXR1uzFwjA,"ZH2ttyJ03lo,OlsJReqSx7Y,UYZCPcFnxrU,ZEqUVZtXlO0,_bLBG3tvz5I,wWHJFHE4yOM,8jV961KHe2E,u-ZCNPFOLn8,DxG9w3s-dQE,r_Yhz8k2o-w,CdlPNyNH3oc,z-04XMV5OWU,EV_eslagfoQ,1X4O1PMIgYc,613CIZTuUvw,0-77VHqNE9o,9_kfMb7DrkY,wVipnVwgVZk,oMgZKu18pSc,9kUL1_ITTlg,7H5tFTxh1d4,VFHfssdiZ0U,5q7Jp4-6ffQ,0meKdjjWZzU,IeI7rWwoF4Q"
UCiGm_E4ZwYSHV3bcW1pnSeQ,Billie Eilish,14042123816,48600000,76,UUiGm_E4ZwYSHV3bcW1pnSeQ,"CFPtKZ2jJLA,sOcH0GjO9o4,si324ldGs20,fwjSeWxToWI,HFCaXKxkhh8,wru6HFTY2ps,cNzH19D6s_I,vsyqua9MoWk,nWAEbsvfJ28,5g8snnQKFCU,L-pUXrRU7Xs,1CAUQN55vx8,-_aneXQXs48,tBYb1ir86mE,TA7M2pzGHco,e2vTv6dIvCE,5i5EkBWOC-8,Dv4BSdy_Hcs,-648PXv25Ww,zM5RmyBoq7M,bNZ9221zydA,3ai3pZvB5vE,goyFe9sMLQU,A4WSFJ-BxYA,wAm68ZIaHfg"
UCsooa4yRKGN_zEE8iknghZA,TED-Ed,3741508207,19100000,2096,UUsooa4yRKGN_zEE8iknghZA,"RSbi3BC-N9k,JAyuHIthHco,2aEQDi2ZYCI,nLgt4Z5L8XI,V6rRifwIaio,PLmmb2f1fDk,ZY5PtopO-LI,MdM6osj5Jlg,YIYcrqBrq2U,Amkg1cdDCpM,urOkfsIRFlw,DgzxhDHjzms,wr6fQ4KpbRM,eY3_ZkQx5T4,eU2Efwlbm8s,YTAmyCgmrZE,mRa0Gi_mRjs,SYia4zqcE4g,LGpEbF4aZzs,iKYHf22qVdM,vc8UBSp1tz0,z-t-l8vjQQI,0rIjFCNay2Q,TyuGBi6joxY,Xn2H8oaeUgg"
UCJHA_jMfCvEnv-3kRjTCQXw,Babish Culinary Universe,2629352600,10100000,667,UUJHA_jMfCvEnv-3kRjTCQXw,"jHDrv64NK2M,CjrFY616svo,a_RooFHWgjI,-hePdX-n8w0,fSynvv8yjbk,e7XnRzXj6zw,Nne4vRy0DCE,3SVHep7eZwQ,tGEzJTdZ1xc,CFkVS9vhIQY,Xfh8Vi-wE-g,5PSsDzPoJyQ,L7sUsGQpDVI,7Rp3etXNy3c,xLDwcymlhsk,RcOAtrUdwmU,MsJs3rq2keQ,v-uQOBC3IOY,FTWrSPJbhpQ,v0x__J11_t4,tVmhieZDmdA,YBbweE6O-Z4,n5hGWOAN3So,mhLM0FUlhJg,FMXVW_ObgR4"
